link|name|location|company|date|description|date_of_download
https://team.vk.company/vacancy/33625/|Менеджер проекта в команду Movika|Казань, гибкий|ВКонтакте||"Менеджер проекта в команду Movika, Казань
Откликнуться
Мы разрабатываем IT-решения для создания, монетизации, экспорта и просмотра интерактивного видео, обеспечиваем авторов контента новым форматом повествования и самовыражения и выводим потребителей контента на новый уровень погружения, восприятия и вовлечения.
Ищем специалиста, который будет вместе с командой масштабировать технологию интерактивного видео на РФ, страны СНГ и далее на весь мир.
Задачи
• организовывать работы команд по интеграции технологии интерактивного видео в плееры сторонних сервисов;
• следить за сроками, соблюдением регламентов разработки пайплайнов, поставкой результатов разработки;• осуществлять техническое планирование и составлять roadmap;• налаживать техническую коммуникацию между командами.
Требования
Мы ожидаем, что вы обладаете:
• критическим и системным мышлением;
• развитым эмоциональным интеллектом;
• навыками ведения переговоров и отработки возражений;
• тайм-менеджментом уровня «Бог»;
• настойчивостью и целеустремлённостью;
• развитыми организаторскими навыками;
• ответственностью и требовательностью;
• навыком работы в условиях неопределённости;
• стрессоустойчивостью.
Будет плюсом
Будет плюсом, если вы технически подкованы (не обязательно уметь писать код).
Приглашаем специалиста, который сможет посещать офис в Казани, работать в комбинированном режиме или удалённо.
Формат работы
офисный комбинированный
Уровень
middle senior
График работы
полный
ВКонтакте
ВКонтакте — один из самых высоконагруженных проектов рунета. В сутки у нас бывает до 30 релизов и 125 миллиардов запросов к API. Всё это вытягивает небольшая команда разработчиков, где каждый — суперпрофессионал, который нашёл интересные для себя задачи. 
Подробнее о проекте"|2023-10-08 16:23:36.570780
https://team.vk.company/vacancy/32217/|Технический менеджер проектов|Москва, гибкий|Рекламные технологии и развитие СМБ||"Технический менеджер проектов, Москва
Откликнуться
Cейчас мы ищем технического менеджера проектов. 
Задачи
Взаимодействие и работа с ожиданиями со стейкхолдерами, продактами, проджектами и техлидами команд;
Организация/управление работой по Scrum/Kanban;
Постановка и декомпозиция задач вместе с командой, написание нужных постановок;
Оценка трудозатрат и контроль выполнения задач;
Понимание технических аспектов проекта.
Требования
Опыт работы техническим менеджером или заказной разработке от 3 лет;
Опыт работы по Agile-методологии;
Опыт работы и самостоятельной настройки Jira в командах;
Лидерство, способность работать с командой;
Ориентация на результат;
Умение расставлять приоритеты в работе;
Умение общаться на одном языке с разработчиками и бизнесом.
Будет плюсом
Опыт работы в рекламе;
Опыт программирования;
Формат работы
офисный комбинированный
Уровень
middle senior
График работы
полный
Рекламные технологии и развитие СМБ
Направление объединяет рекламные продукты и инструменты для бизнеса —  VK Реклама, ОРД, MyTracker, которые упрощают начало работы и ежедневное взаимодействие с рекламными кампаниями для любых категорий пользователей от начинающих предпринимателей до профессионалов маркетинга.
Подробнее о проекте"|2023-10-08 16:23:36.614695
https://team.vk.company/vacancy/33140/|Руководитель проектов HR-Tech|Москва, комбинированный|VK tech||"Руководитель проектов HR-Tech, Москва
Откликнуться
Задачи
формирование плана проектных работ, сбор и управление проектной командой, управление проектом на всех циклах; 
управление бюджетами, сроками, командой проекта; 
выработка решений с учетом целевых сроков и наличия ресурсов, анализ рисков, противоречий и ограничений; 
взаимодействие с заказчиком, выстраивание работы в команде; 
управление требованиями, функциональным объемом и ожиданиями заказчика; 
оценка производимых работ, формирование ресурсных планов и бюджетов проекта;
постановка задач на аналитиков, разработчиков и др участников команды проекта; 
контроль хода разработки, тестирования и приемки; 
формирование планов работ совместно с продуктовыми командами; 
взаимодествие с продуктовыми командами по формированию бэклога, его приоритизация.
Требования
3–5 лет на аналогичной должности Руководителем проекта;
опыт работы с проектами в сфере HR tech/порталы/КЭДО;
опыт ведения presale проектов;
понимание принципов разработки, знание HR-процессов, опыт с HR продуктами;
коммуникабельность (умение общаться с клиентами и занимать экспертную позицию).
Формат работы
комбинированный
Уровень
middle senior
График работы
полный
VK tech
Команда VK tech помогает расти компаниям любого масштаба благодаря опыту развития интернета и технологий с открытым исходным кодом.
Подробнее о проекте"|2023-10-08 16:23:36.662573
https://team.vk.company/vacancy/33488/|Менеджер по работе со школьниками|Москва, комбинированный|VK||"Менеджер по работе со школьниками, Москва
Откликнуться
Кого мы ищем?
Мы ищем менеджера по работе с педагогическим сообществом в команду специальных проектов продвижения платформы Сферум. Нужен опытный, инициативный и драйвовый коллега, который будет вместе с нами верить в проект и «гореть» идеей сделать учебный профиль Сферум в VK Мессенджере главным сервисом для общения разных участников педагогического сообщества.
Задачи
участвовать в построении системы работы бренда со школьниками, реализовывать стратегию продвижения сервиса на школьников; 
проектировать и под ключ реализовывать специальные проекты продвижения Сферума для школьников (стимулирующие акции, прямые эфиры, интеграции с инфлюенсерами, хакатоны, образовательные курсы и др.); 
участвовать в интеграции Сферума в масштабные проекты для школьников от экосистемы VK и внешних партнеров; 
оказывать поддержку продвижения новых продуктов, микросервисов, фич продукта на аудиторию школьников; 
участвовать в организации выступлений спикеров Сферума на федеральных событиях; 
прогнозировать и оценивать эффекты от реализации проектов; 
участвовать в планировании графика проектов и бюджетов; 
составлять ТЗ, брифы исполнителям и партнёрам мероприятий;
подготавливать площадки или онлайн-платформы для проведения мероприятия, управлять ходом самого события; 
следить за упоминаниями бренда и контролировать корректность информации во всех материалах событий — лендингах, социальных сетях, печатных материалах; 
контролировать производство сувенирной и печатной продукции, аудио- и видеоматериалов, презентаций и др.; 
заниматься постпродакшеном, подготавливать закрывающую документацию по проекту;
VK, Сферум, Менеджер по работе со школьниками 2 
управлять и повышать эффективность операционной деятельности в ходе реализации проектов; 
оценивать эффективность проведённых мероприятий
Требования
Мы ожидаем, что вы: 
работали со школьниками, отлично знаете специфику аудитории; 
разрабатывали и реализовывали разные механики продвижения сервисов / продуктов; 
проводили региональные и федеральные события для школьной аудитории с количеством участников от 1 000 человек; 
умеете планировать свою работу и координировать участников команды, крайне внимательны к деталям, ответственны; 
дипломатичны, умеете формулировать запрос и сможете выстроить диалог с партнерами и подрядчиками от имени команды; 
проактивны, системны, надежны в устной и письменной речи, публичных выступлениях; 
уверенно готовы к работе в условиях супер стремительного изменения вводных, приоритетов и фокусов; 
с легким чувством юмора, умеете отвечать мемом на мем и поддержите внезапный марафон гифок в рабочем чате.
Формат работы
комбинированный
Уровень
middle
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:23:36.705649
https://team.vk.company/vacancy/33239/|Менеджер по ИТ аудиту|Москва, комбинированный|VK||"Менеджер по ИТ аудиту, Москва
Откликнуться
Задачи
самостоятельная организация и проведение тематических аудиторских проверок в сфере ИТ и ИБ;
участие в составе команды на бизнес-аудитах;
составление и согласование отчетов по итогам проверки;
формирование и согласование рекомендаций по результатам проверки;
контроль и отслеживание выполнения рекомендаций.
Требования
высшее образование;
знание ИТ и ИБ процессов;
опыт работы в подразделениях ИТ / ИБ / внутреннего контроля / внутреннего аудита;
понимание риск ориентированного подхода;
опыт по направлению — не менее 3 лет;
знание английского языка на уровне не ниже upper-intermediate;
знание стандартов и практик аудита информационных технологий (COSO, COBIT, ITIL, ITSM) — является преимуществом;
наличие сертификатов (CISA, CISM, CRISC, CISSP, CIA и других) — является преимуществом;
знание Python, SQL — является преимуществом.
Формат работы
комбинированный
Уровень
middle
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:23:36.748851
https://team.vk.company/vacancy/30513/|Маркетинг-менеджер креативных индустрий|Москва, комбинированный|VK||"Маркетинг-менеджер креативных индустрий, Москва
Откликнуться
Департамент развития социально значимых сервисов VK ищет менеджера по маркетингу креативных индустрий.
В сентябре прошлого года VK запустил Простор – проект по поддержке и развитию креативных индустрий. В рамках Простора успел пройти образовательный марафон по пяти направлениям: дизайн, медиа-арт, музыка, музыкальные видео и скетчи (сценарии коротких юмористических роликов).
Финалисты образовательного марафона отправились в офлайн кэмпы от Калининграда до Байкала, где в коллаборация с лидерами индустрии создавали реальные проекты.
В этом году проект будет развиваться в трех направлениях:
Образовательные проекты
Бренд-медиа для креативных индустрий
Производство и релиз контента в партнёрстве с бизнес-юнитами VK.
Задачи
Коммуникационная поддержка новых образовательных запусков;
Лидирование контентных специальных проектов (съемка и релиз клипов, песен, медиа арта и т.д.);
Развитие бренд-медиа совместно с редакцией;
Организация имиджевых мероприятий;
Развитие и поддержка комьюнити креаторов;
Взаимодействие с центрами компетенций внутри компании и выстраивание работы с агентствами.
Требования
Опыт работы в направлении маркетинга в лайфстайл брендах или коммуникационных агентствах;
Наличие экспертизы и контактов в креативной среде;
Опыт глубокого погружения в процессы, умение управлять большими проектами;
Коммуникативные навыки (большое количество переговоров с разного уровня заказчиками и исполнителями);
Самостоятельность, активность, решительность.

Формат работы
комбинированный
Уровень
middle
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:23:36.796670
https://team.vk.company/vacancy/29971/|Менеджер по продвижению|Москва, офисный|VK||"Менеджер по продвижению, Москва
Откликнуться
Мы ищем менеджера проектов с опытом работы в цифровом маркетинге, интернет-рекламе или медиа, которому совместно с командой предстоит заниматься продвижением профессионального и полупрофессионального видеоконтента платформы VK Видео внутри экосистемы VK, а также на внешних интернет-площадках.
Задачи
разбираетесь в видеоконтенте и следите за трендами в интернете;
умеете оценивать эффективность инструментов в цифровом маркетинге;
будете проводить анализ целевой аудитории видеоконтента, разрабатывать стратегию и план продвижения видеоконтента;
умеете распределять ресурсы, вести календарь и контролировать ход исполнения проектов;
постоянно отслеживаете эффективность, умеете формировать отчеты и презентации по проектам;
будете вести успешную коммуникацию с другими департаментами, а при необходимости с авторами контента и внешними подрядчиками;
будете готовить четкие задания для дизайнера, таргетолога, SMM-менеджера.
Требования
высшее образование;
опыт работы от 5 лет (на аналогичной должности от 3 лет);
грамотный русский язык, пунктуальность, ответственность;
отличное владение Excel, Power Point/Keynote, Google Docs;
опыт работы с Miro, Notion, Dropbox, Яндекс.Метрикой, Google Analytics;
умение распределять ресурсы и управлять рисками;
отличные коммуникативные навыки.
Будет плюсом
опыт работы в медиа, индустрии кино и телевидения;
опыт работы с таргетированной рекламой ВКонтакте, MyTarget, с закупкой рекламы в телеграм каналах;
опыт работы с Jira, Confluence;
английский язык.

Формат работы
офисный
Уровень
middle
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:23:36.844563
https://team.vk.company/vacancy/31456/|Руководитель проектов HR tech|Москва, комбинированный|VK||"Руководитель проектов HR tech, Москва
Откликнуться
Задачи
сбор и формализация пользовательских, функциональных и бизнес-требований;
выработка решения с учетом целевых сроков и наличия ресурсов, анализ рисков, противоречий и ограничений;
визуализация концепта, подготовка макетов;
построение схем бизнес-процессов в рамках системы;
постановка задач на разработку, контроль хода разработки;
формирование бэклога, его приоритизация;
приемочное тестирование в тестовой и продуктивной среде;
поддержка пользователей, подготовка инструкций, постов и т.п.
Требования
3–5 лет на аналогичной должности Руководителем проект / Руководителем бизнес-аналитиков в HR Tech;
понимание принципов разработки,
знание HR-процессов, опыт с HR продуктами
аналитический склад ума
Формат работы
комбинированный
Уровень
senior
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:23:37.015144
https://team.vk.company/vacancy/33635/|Менеджер по интеграции|Санкт-Петербург, комбинированный|VK||"Менеджер по интеграции, Санкт-Петербург
Откликнуться
Мы в Сферуме делаем традиционное образование более современным и технологичным. Для этого создаём инструменты, которые помогают в обучении. Учебный профиль Сферум в VK Мессенджере — наш удобный и безопасный сервис, который разработан специально для общения детей, родителей и учителей в защищённом пространстве. В нём можно выстраивать образовательное общение в групповых чатах с классами, переписываться с каждым учащимся отдельно, проводить онлайн-звонки, делиться полезными материалами и проводить опросы. Сферум есть более чем в 80 регионах России, общее число пользователей — более 10 миллионов. Мы стремимся сделать учебный профиль Сферум в VK Мессенджере главным сервисом для общения разных участников педагогического сообщества.
Задачи
• Налаживать взаимодействие с руководителями и педагогами образовательных организаций, которые будут работать с платформой Сферум — в чатах и по телефону;
• давать консультации по работе платформы;
• собирать обратную связь от учителей и руководителей образовательных организаций;
• проводить публичные обучения в онлайне и офлайне, создавать презентации по использованию платформы для учителей и администраторов в различных регионах;
• изучать на практике новые возможности образовательных ресурсов;
• подготавливать информационные материалы для всех участников образовательного процесса — педагогов, учеников, родителей (инструкции, презентации, FAQ);
• подготавливать отчёты о том, как школы и другие образовательные организации используют Сферум;
• подключать новые образовательные организации и помогать им адаптироваться к платформе;
• работать с большим объёмом данных в таблицах.
Требования
• Опыт от 2 лет в сфере образовательных проектов или в сфере образования — необходимо владеть цифровыми образовательными инструментами и разбираться в платформах;
• опытный пользователь ПК — хорошее владение пакетом базовых программ: Excel, PowerPoint, Word; почты, браузеров, мессенджеров;
• умение быстро разобраться в новой программе;
• грамотная устная и письменная речь, умение писать тексты;
• умение работать на уровне уверенного пользователя в онлайн-таблицах, документах, презентациях;
• коммуникативные навыки;
• умение и желание быстро обучаться новому;
• умение слушать и слышать собеседника;
• способность корректно отрабатывать возражения;
• целеустремлённость, внимательность, усидчивость;
• самодисциплина, собранность и ответственность;
• восприимчивость к новым идеям, инициативность;
• желание влиться в дружный коллектив и умение работать в команде.
Будет плюсом
• Знание Jira, Figma, Superset; • скоропечатание.
Формат работы
комбинированный
Уровень
junior middle
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:23:37.102098
https://team.vk.company/vacancy/33104/|Финансовый менеджер в стратегию|Москва, комбинированный|VK||"Финансовый менеджер в стратегию, Москва
Откликнуться
Задачи
создавать финансовые модели новых проектов, оценивать их эффект на бизнес и поддерживать внедрение со стороны финансов;
отстроить юнит-экономику продуктов БЮ, внедрить на всех уровнях;
оценивать и повышать эффективность работы подразделений бизнеса с точки зрения юнит-экономики, CAPEX и OPEX;
лидировать процесс подготовки и пересмотра бюджета компании от нашего БЮ;
осуществлять бюджетный контроль и анализировать исполнение бюджета;
заниматься краткосрочным и долгосрочным прогнозированием, строить финансовые модели с возможностью сценарного планирования;
готовить регулярную управленческую финотчётность для руководства компании;
создавать, готовить отчёты для менеджмента и БЮ, анализировать план-факт, решать различные ad-hoc задачи;
ставить задачи на автоматизацию и самому автоматизировать регулярные отчёты;
поддерживать и консультировать операционные подразделения по финансовым вопросам;
быть надёжным партнёром со стороны финансов.
Требования
Мы ждём, что Вы:
имеете высшее экономическое, финансовое или математическое образование;
имеете опыт работы в отделе финансового анализа и бюджетирования в крупной компании и/или опыт работы в бизнес-консалтинге от 3 лет;
отлично знаете принципы управленческого учёта и аллокации затрат, планирования и бюджетирования;
отлично знаете основы РСБУ и GAAP;
имеете уверенные знания в области финансового моделирования, финансового анализа и оценки бизнеса;
стратегически мыслите;
обладаете системным мышлением, аналитическим складом ума, высоким уровнем коммуникативных навыков.
Будет плюсом
работали в компаниях Big4 в области оценки и финансового моделирования;
получили квалификацию CFA/CIMA/ACCA;
имеете опыт работы в системе Anaplan;
знаете SQL.
Формат работы
комбинированный
Уровень
senior
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:23:37.148072
https://team.vk.company/vacancy/33740/|Координатор проектов в проектный офис|Санкт-Петербург, гибкий|ВКонтакте||"Координатор проектов в проектный офис, Санкт-Петербург
Откликнуться
Мы создаём инструменты для повышения эффективности продуктовых команд. Планируем провести трансформацию существующих практик создания продуктов ВКонтакте — от разработки новых инструментов до влияния на культуру взаимодействия отделов.
Ищем специалиста, который усилит нашу команду.
Задачи
Вам предстоит:
• собирать информацию от подразделений по проектным вопросам, взаимодействовать со смежными департаментами;
• фиксировать поручения руководителей, отслеживать их выполнение;
• мониторить статусы проектов, вносить их в корпоративные системы и контролировать сроки;
• поддерживать команды проектов в вопросах проектной документации и продуктовых процессов.
У нас интересно, потому что:
• вы будете с нуля создавать проектную практику в одной из самых динамично развивающихся компаний; 
• это серьёзный профессиональный вызов — ответственные и действительно сложные задачи.
Требования
Мы ожидаем, что вы:
• коммуникабельны; 
• самостоятельны и проактивны;
• ответственны;
• умеете работать с большими объёмами информации и в режиме многозадачности;
• хорошо знаете Excel и Google Sheets;
• работали с таск-трекерами (Jira или аналогами);
• желаете вырасти до менеджера проекта.
Приглашаем специалиста, который сможет посещать офис в Санкт-Петербурге или работать в комбинированном режиме. Ждём ваших откликов. Удачи!
Формат работы
офисный комбинированный
Уровень
junior middle
График работы
полный
ВКонтакте
ВКонтакте — один из самых высоконагруженных проектов рунета. В сутки у нас бывает до 30 релизов и 125 миллиардов запросов к API. Всё это вытягивает небольшая команда разработчиков, где каждый — суперпрофессионал, который нашёл интересные для себя задачи. 
Подробнее о проекте"|2023-10-08 16:23:37.192706
https://team.vk.company/vacancy/33547/|Event-менеджер|Москва, комбинированный|VK||"Event-менеджер, Москва
Откликнуться
Организация внутренних мероприятий для сотрудников
Задачи
сбор, изучение и анализ запросов заказчиков;
организация внутренних мероприятий: тимбилдингов, стратегических сессий, корпоративных праздников;
создание баз подрядчиков, площадок, пространств и активностей;
day-to-day поддержка связи с заказчиками;
составление и оптимизация сметы по проектам, а также ведение документооборота;
подбор, бриф и контроль подрядчиков по каждой задаче;
организация тендеров между поставщиками услуг;
отслеживание эффективности реализации проектов и выполнение KPI.
Требования
Опыт работы в event-сфере (на клиентской стороне или event агентстве) от 5 лет
Опыт самостоятельной (""под ключ"") реализации мероприятий для персонала (рассматриваются реализованные кейсы)
Готовность к командировкам и ненормированному графику работы
Навык ведения большого количество проектов параллельно без потери качества (от 5 проектов одновременно);
Креативность, четкость, умение работать в сжатые сроки;
Знание площадок и подрядчиков;
Английский язык - intermediate
Формат работы
комбинированный
Уровень
middle
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:23:37.239072
https://team.vk.company/vacancy/33358/|Менеджер проектов в проектный офис B2B/B2G|Москва, гибкий|Технический департамент||"Менеджер проектов в проектный офис B2B/B2G, Москва
Откликнуться
Технический департамент VK — техническое сердце компании. Мы собрали одну из лучших команд в Рунете, обладающую уникальной экспертизой в области сетевых технологий и системного администрирования. Мы используем все самое выдающееся, что есть на рынке, а зачастую и создаем передовые технологии.
Задачи
помощь в ведении проектов на всех этапах их реализации;
помощь в планировании и отслеживании задач внутри проектной команды, поддержка коммуникаций в команде, составление и ведение календарного плана графика;
участие в реализации проекта по стандартам гибких технологий разработки; 
администрирование проектов: помощь в описании процессов, составлении инструкций, схем, документации по проекту.
Требования
опыт управления IT-проектами;
понимание методик и стандартов в сфере управления проектами (Agile, Scrum);
понимание структуры ИТ проектов;
умение эффективно выстраивать коммуникацию с участниками команды и представителями смежных команд.
Формат работы
офисный комбинированный
Уровень
junior
График работы
полный
Технический департамент
Команда технического департамента помогает бизнесу быстрее запускать сервисы и обеспечивать их надежность, производительность и безопасность, делать ежедневную работу сотрудников нашей компании удобной и приятной. Команда отвечает за общую инфраструктуру компании и развитие внутренних инструментов.
В технический департамент VK входит отдел эксплуатации, а также техническая поддержка, автоматизация внутренних процессов, информационная безопасность, сетевой отдел и департамент информационных технологий.
Подробнее о проекте"|2023-10-08 16:23:37.286045
https://team.vk.company/vacancy/33465/|Менеджер по работе с педагогическим сообществом|Москва, комбинированный|VK||"Менеджер по работе с педагогическим сообществом, Москва
Откликнуться
Кого мы ищем?
Мы ищем менеджера по работе с педагогическим сообществом в команду специальных проектов продвижения платформы Сферум. Нужен опытный, инициативный и драйвовый коллега, который будет вместе с нами верить в проект и «гореть» идеей сделать учебный профиль Сферум в VK Мессенджере главным сервисом для общения разных участников педагогического сообщества.
Задачи
Участвовать в расширении системы работы бренда с учителями и другими работниками сферы образования; 
Координировать направления работы Педагогического сообщества Сферума, взаимодействовать с участниками сообщества, представителями команды сервиса для решения общих задач; 
Контролировать производство сувенирной и печатной продукции, аудио- и видеоматериалов, презентаций и др.; 
Заниматься постпродакшеном, подготавливать закрывающую документацию по проекту; 
Управлять и повышать эффективность операционной деятельности в ходе реализации проектов; 
Оценивать эффективность проведённых мероприятий. проектировать и под ключ реализовывать специальные проекты продвижения Сферума на педагогическую аудиторию (стимулирующие акции, прямые эфиры, образовательные курсы и др.); 
Оказывать поддержку продвижения новых продуктов, микросервисов, фич продукта на педагогическую аудиторию; 
Участвовать в интеграции Сферума в масштабные проекты для педагогического сообщества от партнеров; 
Участвовать в организации выступлений спикеров Сферума на федеральных событиях; прогнозировать и оценивать эффекты от реализации проектов; 
Участвовать в планировании графика проектов и бюджетов;
Составлять ТЗ, брифы исполнителям и партнёрам мероприятий;
Подготавливать площадки или онлайн-платформы для проведения мероприятия, управлять ходом самого события;
Следить за упоминаниями бренда и контролировать корректность информации во всех материалах событий — лендингах, социальных сетях, печатных материалах;
Требования
Мы ожидаем, что вы: 
работали с разными представителями педагогических работников, отлично знаете специфику аудитории и уважительно, с интересом относитесь к профессии и современной повестке вокруг; 
разрабатывали и реализовывали разные механики продвижения сервисов / продуктов; 
проводили региональные и федеральные события для педагогической аудитории с количеством участников от 1 000 человек; 
умеете планировать свою работу и координировать участников команды, крайне внимательны к деталям, ответственны; 
дипломатичны, умеете формулировать запрос и сможете выстроить диалог с партнерами и подрядчиками от имени команды; 
проактивны, системны, надежны в устной и письменной речи, публичных выступлениях; 
уверенно готовы к работе в условиях чрезвычайно стремительного изменения вводных, приоритетов и фокусов; 
с легким чувством юмора, умеете отвечать мемом на мем и поддержите внезапный марафон гифок в рабочем чате. 
Формат работы
комбинированный
Уровень
middle
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:23:37.334018
