link|name|location|company|date|description|date_of_download
https://team.vk.company/vacancy/31857/|Руководитель отдела медиа аналитики|Москва, офисный|VK||"Руководитель отдела медиа аналитики, Москва
Откликнуться
Задачи
лидирование направления в рамках анализа медиа эффективности: координация группы аналитиков (5-6 человек), взаимодействие со смежными отделами, планирование задач, мотивация и обратная связь;
лидирование направления автоматизации отчетности и формирования дашбордов для маркетинга;
оценка эффективности различных каналов маркетинговой коммуникации, эконометрическое моделирование;
прогнозирование ключевых для бизнеса метрик;
формирование рекомендаций по оптимизации маркетинговых активностей, поиск оптимального объема и распределения инвестиций;
генерация, проверка гипотез и оценка результатов совместно с отделом баинга;
дизайн и оценка А/B тестов;
анализ конкурентов и пользователей наших сервисов на основании внутренних данных и внешних источников.
Требования
опыт работы руководителем аналитиков от 2 лет и более;
продвинутый уровень знания эконометрики, основ статистики;
Python на продвинутом уровне (обработка данных, визуализация, автоматизация скриптов, моделирование, прогнозирование, тестирование гипотез);
знание SQL на уровне возможности выгрузить необходимый сет данных;
понимание основных продуктовых метрик в диджитал продуктах;
представление о способах привлечения аудитории и оценки эффективности маркетинговых активностей как плюс;
умение находить взаимосвязи и искать причины явлений, понимать природу данных;
способность переложить бизнес-задачу на математический язык и обратно: донести выводы и аргументы в понятной бизнесу форме;
умение планировать задачи и оценивать сроки;
умение управлять командой, ставить амбициозные задачи, развивать ее.
Формат работы
офисный
Уровень
senior lead
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:21:19.584754
https://team.vk.company/vacancy/33194/|Аналитик|Москва, гибкий|VK||"Аналитик, Москва
Откликнуться
Задачи
мониторинг ключевых показателей;
аналитика эффективности продукта модерации и связанных инструментов;
аналитическая поддержка задач для бека (выявление проблем с моделями, аналитика причин, предложение по возможному решению, проверка);
Ad-hoc запросы.
Требования
знание sql;
знание Рython (pandas, numpy, matplotlib);
опыт в A/B-тестировании;
продуктовое видение, осознанность в выполнении задач.
Будет плюсом
опыт работы с ClickHouse;
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:21:19.627366
https://team.vk.company/vacancy/33214/|Продуктовый аналитик (вертикаль Рост)|Москва, гибкий|VK||"Продуктовый аналитик (вертикаль Рост), Москва
Откликнуться
Вертикаль Рост – отвечает за привлечение новой аудитории за счет новых продуктов (продукты как детская почта и вк почта) ориентированы на другую возрастную аудиторию.
Задачи
формулирование и проверка гипотез;
отслеживание и анализ ключевых метрик, автоматизация и визуализация метрик;
проведение продуктовых исследований;
проведение A/B-тестов;
поиск и объяснение отклонений, аномалий, трендов в данных;
коммуникация с заказчиками;
разработка и поддержка системы метрик для продуктов;
прогнозирование и моделирование значения метрик;
участие в развитии внутренних аналитических сервисов;
обучение и развитие младших аналитиков;
ответственность за соблюдение качества и доступности аналитических данных для всех заказчиков.
Требования
веренное владение SQL;
Python на уровне обработки и анализа данных (Pandas, Scipy, Numpy, Matplotlib/Plotly/Seaborn);
опыт проведения и анализа А/В-тестов, применение теории вероятностей, статистики к A/B-тестированию;
опыт визуализации (Tableau, Redash, Superset, etc.);
понимание и применение основных метрик интернет-продуктов (Retention, Churn, Sticky Factor, ARPPU, LTV, etc.);
опыт выбора и декомпозирования продуктовых метрик;
выстраивание отношений с разными командами таким образом, чтобы продвигать data-driven культуру.
Формат работы
комбинированный дистанционный
Уровень
middle
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:21:19.668601
https://team.vk.company/vacancy/33176/|Продуктовый аналитик (опыт бизнеса)|Москва, гибкий|VK||"Продуктовый аналитик (опыт бизнеса), Москва
Откликнуться
Мы находимся в стадии активного роста, задач становится все больше, поэтому мы в поисках опытного коллеги в команду SMB. Команда занимается поддержкой малого и среднего бизнеса во ВКонтакте, основной акцент мы делаем на инструменты органического трафика. Все активности направлены на то, чтобы бизнесу было легко с нами.
Задачи
Проведение экспериментов: гипотезы, дизайн, запуск и управление тестами; интерпретация результатов; подготовка data driven рекомендаций
Поиск и объяснение отклонений, аномалий, трендов; построение аналитических моделей; взаимодействие с продуктовыми командами, помощь в идентификации внутренних и внешних точек роста продуктов
Построение/поддержка дэшбордов: формирование перечня ключевых значимых метрик; постановка задач на реализацию технической команде; осуществление доработки и сопровождения отчетов.
Требования
SQL на уровне написания сложных запросов
Python для анализа данных (знание библиотек для обработки, визуализации данных)
Владение Excel на продвинутом уровне
Знания в области прикладной математической статистике
Умение формулировать гипотезы
Творческое мышление
Работа с любой BI-системой (Tableau, Power BI и другие).
Формат работы
офисный комбинированный дистанционный
Уровень
senior
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:21:19.716656
https://team.vk.company/vacancy/31755/|Продуктовый аналитик авторского и контентного блока|Москва, гибкий|Дзен||"Продуктовый аналитик авторского и контентного блока, Москва
Откликнуться
Порекомендовать
Бонус за рекомендацию: 70000 ₽
О Дзене
Каждый день миллионы людей смотрят, читают и обсуждают контент в Дзене. Здесь можно все: снимать видео или короткие ролики, писать статьи или делиться фотографиями в постах.

О команде

Работа в Дзене объединяет непохожих людей: хардкорных разработчиков и артистичных продюсеров, фанатов сложных алгоритмов и креативных дизайнеров. Не хватает только сильного аналитика, который будет отвечать за направление авторского и контентного блока.
Задачи
заниматься оцифровкой/оценкой пирамиды авторов;
заниматься постановкой KPI по части привлечения авторов;
проводить оценку спроса на разные тематики в Рунете;
составлять CJM авторов в Дзене;
анализировать факторы, влияющие на удержание авторов на платформе.
Требования
иметь опыт в проведении экспериментов, A/B-тестов и статистического анализа для проверки продуктовых гипотез;
знать, как информативно визуализировать данные в Tableau, Grafana, Redash/Superset и других системах;
уверенно знать Python на уровне обработки и анализа данных;
понимать, как работают реляционные базы данных, владеешь SQL-like языками;
опыт проведения анализа крупных проектов для дальнейшей их приоритизации и оценки эффекта влияния на метрики;
опыт в составлении стратегии, определении ключевых метрик, приоритизации проектов, экономическом моделировании продукта/проекта/направления.
Формат работы
офисный комбинированный
Уровень
middle senior
График работы
полный
Дзен
В Дзене можно вести блоги, снимать ролики, общаться по интересам и просто хорошо проводить время. А еще в Дзене можно работать — вместе с нами делать сервис простым и удобным. Таким, чтобы сами хотели им пользоваться.
Подробнее о проекте"|2023-10-08 16:21:19.758602
https://team.vk.company/vacancy/32680/|Старший аналитик|Москва, гибкий|Поиск||"Старший аналитик, Москва
Откликнуться
Наш поиск работает в Марусе, RuStore, Облаке, VK, Новостях, Почте и других проектах, это разноплановые, в особенности - с точки зрения поведения пользователей, продукты. Мы ищем старшего продуктового аналитика в отдел, занимающийся аналитической поддержкой поисковых технологий.
Вам предстоит подготовка и анализ данных, формирование требований для внедрения аналитических систем, мониторинг здоровья и качества наших сервисов, разноплановое исследование продукта и новой функциональности с применением AB-тестирования, а также поиск точек роста наших продуктов.

Что важно:
1) Вы умеете ""видеть за деревьями лес"", не станете делать задачу или собирать какие-то показатели ""просто потому что сказали"", если есть другое, более приоритетное направление и вы можете это доказать.
2) Вы понимаете, как можно проанализировать пользовательский путь и попытаться отловить узкие места, знаете как можно подступиться к сегментации пользователей, т.е. важно иметь продуктовое мышление.
3) Вы умеете отстаивать свою позицию.
Задачи
Проектирование метрик успешности функциональностей;
Поиск сегментов аудитории;
Выявление и анализ инцидентов;
Участие в разработке продуктовых метрик и методов исследований;
Подготовка отчетов, дашбордов, визуализация результатов исследований;
Проведение и анализ А/Б-тестов.
Требования
Опыт работы в качестве продуктового аналитика от 3-ех лет. Нужен опыт работы с цифровыми продуктами. Идеально - опыт работы с поиском;
Python (стандартный аналитический стек), MapReduce, SQL;
Опыт в проведении и анализе А/В-тестов;
Теория вероятностей и статистика + их применение к A/B тестированию;
Знание и уместное применение основных аудиторных и монетизационных метрик продукта (ARPPU, LTV, Retention, Rolling Retention и т.д.);
Умение расставлять приоритеты;
Умение выдвигать гипотезы, проверять их с помощью данных и аргументированно доносить свою точку зрения.
Формат работы
офисный комбинированный дистанционный
Уровень
senior
График работы
полный
Поиск
Поиск Mail.ru – это третья поисковая система на интернет-рынке России. Поиск понимает смысл поисковых запросов при помощи нейросетей, мы используем обширный граф знаний и компьютерное зрение, развиваем рекомендательную систему, детектируем спам и другой вредоносный контент.
Подробнее о проекте"|2023-10-08 16:21:19.803413
https://team.vk.company/vacancy/30932/|Продуктовый аналитик (VK Видео)|Москва, гибкий|ВКонтакте||"Продуктовый аналитик (VK Видео), Москва
Откликнуться
VK Видео  - это один из самых крупных сервисов потокового видео в России. Ежедневно им пользуются десятки миллионов людей и перед нами стоит амбициозная задача - стать видеосервисом №1 в РФ.
Мы ищем сильных аналитиков, которые помогут сделать наш продукт еще более удобным и понятным для пользователей.
Вас ждут сложные, наукоёмкие задачи, связанные с оценкой качества рекомендательных систем и поиска и настоящая Big Data (в наших руках - огромная пользовательская аудитория VK).
Задачи
разрабатывать, валидировать и внедрять новые метрики для оценки качества продукта;
оценивать эффективность закупки и продвижения нового контента;
совместно с продуктовой и ML-командами генерировать гипотезы для будущих экспериментов над поисковой и рекомендательной системами;
проверять гипотезы в экспериментах, измерять эффект от их внедрений;
строить красивые и удобные дашборды.
Требования
Мы ждем, что вы:
имеете опыт работы аналитиком в продуктовой команде;
можете быстро разобраться в плохо формализованной задаче, сформулировать ее и выделить главное;
способны вести несколько проектов одновременно и самостоятельно расставлять приоритеты;
умеете составлять сложные SQL-запросы, программируете на Python и разбираетесь в парадигме MapReduce;
умеете видеть за числами физический смысл и находить причины явлений.
Будет плюсом
опыт работы в смежных предметных областях;
опыт работы с большими объемами данных (Hadoop, Spark);
опыт работы с ClickHouse, Superset, Jupyter;
базовые навыки в машинном обучении.
Формат работы
офисный комбинированный дистанционный
Уровень
middle senior
График работы
полный
ВКонтакте
ВКонтакте — один из самых высоконагруженных проектов рунета. В сутки у нас бывает до 30 релизов и 125 миллиардов запросов к API. Всё это вытягивает небольшая команда разработчиков, где каждый — суперпрофессионал, который нашёл интересные для себя задачи. 
Подробнее о проекте"|2023-10-08 16:21:19.849642
https://team.vk.company/vacancy/28529/|Лид аналитики рекомендаций|Москва, офисный|Дзен||"Лид аналитики рекомендаций, Москва
Откликнуться
Порекомендовать
Бонус за рекомендацию: 70000 ₽
Дзен — это контентная платформа, ленту рекомендаций которой ежедневно используют миллионы пользователей. Наша команда занимается аналитикой рекомендаций в основной ленте, на странице видео и в коротких вертикальных роликах.
Почему Дзен:
масштаб: Дзен — один из крупнейших по аудитории интернет-сервисов России; мы строим метрики по терабайтным логам и размечаем миллионы документов через краудсорсинг;
full stack: аналитики выполняют широкий спектр задач, от оценки точек роста сервиса до создания KPI метрик, проведения А/Б-экспериментов, анализа конкурентов — можно прокачаться во всех аспектах промышленной аналитики;
уникальность: мы решаем «задачу трех тел», уделяя внимание всем заинтересованным сторонам — пользователям, авторам и бизнесу с их разными потребностями; прокачаетесь не только в hard, но и soft скиллах.
Задачи
Продуктовые качества рекомендаций.
В Дзен приходят разные пользователи, и всем им важно показать интересную ленту. По онлайн-сигналам нужно понимать, что из показанного понравилось, а что нет; как показывать больше подходящего контента (и что это за контент такой) и при этом балансировать между поиском новых интересов и использованием уже существующих; какие факторы увеличивают вовлеченность, а какие приводят к оттоку пользователей. Будем проводить исследования и разрабатывать метрики, чтобы ответить на эти вопросы.
Рекомендации в роликах.
Короткие вертикальные видео популярны на многих площадках, в том числе в Дзене. Это молодая аудитория и новые авторы, создающие тренды. Из-за небольшой длины ролика и малого количества явного фидбэка от пользователя очень сложно понять, действительно ли ролик зашел, или его просмотрели по инерции. Здесь нужна своя логика рекомендаций, отличная от основной ленты. Будем разбираться, как прогревать пользователей, что считать позитивным взаимодействием с роликом, искать точки роста.
Требования
опыт работы аналитиком от 3х лет;
высшее техническое или математическое образование;
знание SQL (вся обработка больших данных происходит на нем, уровня понимания оконных функций будет достаточно);
умение писать простые скрипты на Python в Jupyter ноутбуке (для анализа небольших данных и их визуализации);
знание математической статистики (мы анализируем много А/Б-тестов, в которых нужно понимать, насколько случайны получившиеся результаты);
опыт построения продуктовых метрик (большинство решений принимается, основываясь на data-driven подходе — будет полезно понимать, как обложить сервис метриками и как их валидировать);
приветствуется опыт работы с краудсорсингом (используем Толоку для сбора данных и построения офлайн-метрик — но если что, научим);
понимание принципов ML на базовом уровне (как использовать обученные модели, что такое precision/recall).
Формат работы
офисный
Уровень
senior lead
График работы
полный
Дзен
В Дзене можно вести блоги, снимать ролики, общаться по интересам и просто хорошо проводить время. А еще в Дзене можно работать — вместе с нами делать сервис простым и удобным. Таким, чтобы сами хотели им пользоваться.
Подробнее о проекте"|2023-10-08 16:21:19.892220
https://team.vk.company/vacancy/31469/|Старший аналитик в команду Новостей|Москва, гибкий|Дзен||"Старший аналитик в команду Новостей, Москва
Откликнуться
О Новостях
Новости — крупнейший новостной агрегатор в России, которым ежедневно пользуются миллионы людей. Это самый разносторонний ML — мы успешно решаем задачи в почти любой области машинного обучения. А ещё — это десятки тысяч запросов в секунду, облачная инфраструктура с огромными вычислительными мощностями, десятки микросервисов и петабайты логов.
О команде
У группы продуктовой аналитики Новостей много разных задач. Например, мы исследуем пользовательское поведение, оцениваем влияние продуктовых изменений, развиваем систему вознаграждения медиапартнеров. Мы ищем человека, который возглавит направление аналитики Новостей.
Задачи
руководить небольшой командой аналитики: создавать и поддерживать процессы решения задач и взаимодействия со смежниками, формулировать планы, развивать команду и нанимать новых сотрудников;
выстраивать систему ключевых метрик и настраивать систему А/Б тестирования;
развивать систему выплат медиапартнерам;
помогать команде принимать решения, основанные на данных;
оценивать, как различные решения и события влияют на метрики;
выявлять ключевые проблемы и помогать команде сфокусироваться на них
Требования
высшее техническое или математическое образование;
опыт работы как продуктовым аналитиком, так и руководителем группы;
понимание оконных функций SQL;
умение писать простые скрипты на Python в Jupyter-ноутбуке для анализа небольших данных и их визуализации;
опыт анализа в продуктовых метрик — мы принимаем решения, основываясь на data-driven подходе, поэтому будет полезно понимать, как обложить сервис метриками и как их валидировать;

Будет плюсом
знание математической статистики — мы проводим много АБ-тестов.
Формат работы
офисный комбинированный
Уровень
senior
График работы
полный
Дзен
В Дзене можно вести блоги, снимать ролики, общаться по интересам и просто хорошо проводить время. А еще в Дзене можно работать — вместе с нами делать сервис простым и удобным. Таким, чтобы сами хотели им пользоваться.
Подробнее о проекте"|2023-10-08 16:21:19.938115
https://team.vk.company/vacancy/33257/|Системный аналитик ( VK Pay)|Москва, гибкий|VK Pay||"Системный аналитик ( VK Pay), Москва
Откликнуться
Наша команда занимается созданием платёжных решений и сервисов монетизации для всех сегметов бизнеса.
Нашим продуктом пользуются миллионы пользователей не только в РФ, но и за её пределами.
Мы обладаем всеми необходимыми компетенциями для создания продуктов с момента появления идеи, до вывода решения в промышленную эксплуатацию и дальнейшим сопровождением, что позволяет участникам команды развиваться по различным направлениям.
Задачи
создание документации из бизнес-аналитики (требований), пригодной для передачи в разработку;
проработка системных требований к продукту;
общение с командой разработки;
участие в модульном, интеграционном и приемочном тестировании;
документирование существующих сервисов и их взаимодействия.

Требования
опыт работы системным аналитиком — от 3 лет;
опыт работы с биллинговыми и платежными системами;
опыт работы с БД, умение писать простые и сложные запросы;
опыт работы с нотациями UML и BPMN;
опыт проектирования СУБД и API;
практический опыт документирования системных требований и анализа бизнес-требований;
хорошие аналитические навыки;опыт работы в Jira, Confluence.
Формат работы
комбинированный дистанционный
Уровень
middle senior
График работы
полный
VK Pay
VK PAY — платформа социальной коммерции, связывающая продавцов и покупателей как ВКонтакте, так и за его пределами. Наша задача — делать сервис удобным и понятным для миллионов пользователей.
Подробнее о проекте"|2023-10-08 16:21:19.981539
https://team.vk.company/vacancy/33522/|Руководителя отдела cистемной аналитики (VK Pay)|Москва, гибкий|VK Pay||"Руководителя отдела cистемной аналитики (VK Pay), Москва
Откликнуться
VK PAY — платформа социальной коммерции, связывающая продавцов и покупателей как ВКонтакте, так и за его пределами. Наша задача — делать сервис удобным и понятным для миллионов пользователей.
ВКонтакте — один из крупнейших интернет-проектов Европы и социальная сеть №1 в России.
Став нашим коллегой, вы сможете влиять на продукт, которым ежемесячно пользуются больше 97 миллионов человек. Вам предстоит развивать платформу социальной коммерции, а это реализация новых платежных методов, как традиционных, так и таких, которых ещё нет в России и мире, интегрировать партнеров с различными схемами взаимодействия (онлайн заказ такси, готовой еды, продуктов, финансовые сервисы), а также разрабатывать сервисы для оплаты самых различных услуг и покупки цифровых и физических товаров.
Задачи
Руководство отделом системной аналитики.
Распределение задач, контроль качества и сроков аналитики, подбор сотрудников, организация процесса создания/актуализация СА.
Основные задачи отдела:
создание документации из бизнес-аналитики(требований) пригодной для передачи в разработку
документирование существующих сервисов и их взаимодействия.
Требования
опыт работы с биллинговыми и платёжными системами
опыт работы с БД, умение писать простые и сложные запросы;
опыт работы с нотациями UML и BPMN;
опыт проектирования СУБД и API;
практический опыт документирования системных требований и анализа бизнес требований;
хорошие аналитические навыки;
опыт работы в Jira, Confluence.
Формат работы
офисный комбинированный
Уровень
lead
График работы
полный
VK Pay
VK PAY — платформа социальной коммерции, связывающая продавцов и покупателей как ВКонтакте, так и за его пределами. Наша задача — делать сервис удобным и понятным для миллионов пользователей.
Подробнее о проекте"|2023-10-08 16:21:20.024504
https://team.vk.company/vacancy/32890/|Системный аналитик (VK Мессенджер)|Санкт-Петербург, комбинированный|ВКонтакте||"Системный аналитик (VK Мессенджер), Санкт-Петербург
Откликнуться
Мессенджер — один из ключевых и нагруженных сервисов ВКонтакте.

Ежедневно пользователям доставляется более 15 миллиардов сообщений, создаётся более 3 миллионов чатов, отправляется более 6 миллионов реакций (и это число продолжает расти), а под капотом это более 12 миллионов qps.

Каждый месяц им пользуются 82 миллиона человек: переписываются, звонят, отправляют друг другу стикеры, обмениваются фотографиями и документами, делятся эмоциями, знакомятся и поддерживают связь с близкими.
Задачи
- Участие в развитии приложения VK Мессенджер;
- Проектирование новых решений и поддержка текущих;
- Командная работа со всеми участниками процесса: продукт-менеджерами, разработчиками, тестировщиками, аналитиками и т.д.
- Работа с требованиями;
- Формирование пользовательских сценариев (Use case);
- Формирование технической спецификации;
- Проектирование API, поддержка документации API в актуальном состоянии (в т.ч. внешнего API);
- Ведение базы знаний, поддержка актуальности технической документации;
- Принимать активное участие в грумминге задач;
- Принимать участие в процессе ревью артефактов тестирования и приемке задач.
Требования
- Релевантный опыт работы от 2-ух лет;
- Понимание принципов и процессов разработки ПО;
- Глубокое понимание качества требований;
- Опыт проектирования технической документации на больших проектах;
- Опыт проектирования диаграмм в нотации UML;
- Хорошее понимание REST, умение проектировать API;
- SQL/NoSQL;
- Понимание принципов и паттернов проектирования информационных систем и интеграций (монолит, микро-сервисы, очередь, шина, проектирование от предметной области, и т.п.);
- Опыт проектирования интеграционных решений.
Будет плюсом
- Опыт работы с высоконагруженными системами;
- Понимание принципов domain-driven design;
- Знание ООП, опыт программирования.
Формат работы
комбинированный
Уровень
senior
График работы
полный
ВКонтакте
ВКонтакте — один из самых высоконагруженных проектов рунета. В сутки у нас бывает до 30 релизов и 125 миллиардов запросов к API. Всё это вытягивает небольшая команда разработчиков, где каждый — суперпрофессионал, который нашёл интересные для себя задачи. 
Подробнее о проекте"|2023-10-08 16:21:20.068898
https://team.vk.company/vacancy/33593/|Бизнес-аналитик|Москва, комбинированный|VK||"Бизнес-аналитик, Москва
Откликнуться
Задачи
Формулировать бизнес-требования по построению нового продукта influence/performance-маркетинга
Проводить анализ рынка, выявлять слабые и сильные стороны конкурентов, формировать гипотезы роста
Участвовать в сборе бизнес-требований от внутренних стейкхолдеров, проводить регулярные встречи
Формировать и актуализировать библиотеку бизнес-процессов (BPMN)
Формировать ТЗ для разработки, функциональные и нефункциональные требования, модели данных
Формулировать запросы в ClickHouse, собирать отчеты
Вести документацию в Confluence, декомпозировать задачи в Jira
Требования
Опыт работы не менее 2 лет в области бизнес-анализа- Умение выявлять, декомпозировать и формализовать требования пользователей/бизнеса;
Понимание принципов работы баз данных и построения информационных систем;
Уверенное владение методологиями Scrum и Kanban, языком SQL
Знание и применение нотаций для описания бизнес-процессов и построения систем (BPMN, UML);
Опыт коммуникации с заказчиками и проведения интервью;- 
Опыт работы в области AdTech, influence/performance-маркетинга будет преимуществом
Формат работы
комбинированный
Уровень
middle
График работы
полный
VK
VK — это более 200 технологичных проектов, больше 11 000 сотрудников и миллион возможностей проявить себя. Мы делаем современные и быстрые интернет-сервисы, доступные каждому.
Подробнее о проекте"|2023-10-08 16:21:20.115693
